Crime,Datetime,Description,Location_x,Neighborhood_x,Suspect Actions,Weapon,Number,@Photos,norm_date,Dr No,Area ID,Area Name,Crm Cd,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,Crm Cd Desc,Cross Street,Date Occ,Date Rp Td,Latitude,Location_y,Location 1,Longitude,Mo Codes,Neighborhood_y,Neighborhood Council,Prem Is Cd,Prem Is Desc,Rpt Dist No,Status,Status Desc,Time Occ,Tract,Vict Age,Vict Descent,Vict Sex,Weapon Desc,Weapon Used Cd,Zip Code
Aggravated assault ,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the seven-year-old Hispanic female victim, who was attacked based on her gender. The crime was classified by the LAPD as a hate crime with an ""Anti-Hispanic or Latino"" bias. 
","2600 block of N. Broadway, Los Angeles",Lincoln Heights,,Unknown weapon ,123.0,HC-123.png,2019-06-14,190411042.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,38.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault ,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the four-year-old Hispanic female victim, who was attacked because of her gender. The crime was classified by the LAPD as a hate crime with an ""Anti-Hispanic or Latino"" bias. 
","2600 block of N. Broadway, Los Angeles",Lincoln Heights,,Unknown weapon,124.0,HC-124.png,2019-06-14,190411046.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319 1257,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,4.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault ,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the four-year-old Hispanic female victim, who was attacked because of her gender. The crime was classified by the LAPD as a hate crime with an ""Anti-Hispanic or Latino"" bias. 
","2600 block of N. Broadway, Los Angeles",Lincoln Heights,,Unknown weapon,124.0,HC-124.png,2019-06-14,190411043.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,7.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault ,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the four-year-old Hispanic female victim, who was attacked because of her gender. The crime was classified by the LAPD as a hate crime with an ""Anti-Hispanic or Latino"" bias. 
","2600 block of N. Broadway, Los Angeles",Lincoln Heights,,Unknown weapon,124.0,HC-124.png,2019-06-14,190411044.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319 1258,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,6.0,H,M,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault ,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the four-year-old Hispanic female victim, who was attacked because of her gender. The crime was classified by the LAPD as a hate crime with an ""Anti-Hispanic or Latino"" bias. 
","2600 block of N. Broadway, Los Angeles",Lincoln Heights,,Unknown weapon,124.0,HC-124.png,2019-06-14,190411041.0,,Hollenbeck,230.0,230.0,998.0,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0903 0445 2056 1516 0319 2004 1402 1202,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,62.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault ,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the four-year-old Hispanic female victim, who was attacked because of her gender. The crime was classified by the LAPD as a hate crime with an ""Anti-Hispanic or Latino"" bias. 
","2600 block of N. Broadway, Los Angeles",Lincoln Heights,,Unknown weapon,124.0,HC-124.png,2019-06-14,190411045.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319 1257,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,4.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault ,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the four-year-old Hispanic female victim, who was attacked because of her gender. The crime was classified by the LAPD as a hate crime with an ""Anti-Hispanic or Latino"" bias. 
","2600 block of N. Broadway, Los Angeles",Lincoln Heights,,Unknown weapon,124.0,HC-124.png,2019-06-14,190411042.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,38.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the 38-year-old Hispanic female victim, who was attacked because of her gender. The crime was classified by the LAPD as a hate crime with an ""Anti-Hispanic or Latino"" bias. 
","2600 block of N. Broadway, Los Angeles",Lincoln Heights ,,Unknown weapon,125.0,HC-125.png,2019-06-14,190411046.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319 1257,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,4.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the 38-year-old Hispanic female victim, who was attacked because of her gender. The crime was classified by the LAPD as a hate crime with an ""Anti-Hispanic or Latino"" bias. 
","2600 block of N. Broadway, Los Angeles",Lincoln Heights ,,Unknown weapon,125.0,HC-125.png,2019-06-14,190411043.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,7.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the 38-year-old Hispanic female victim, who was attacked because of her gender. The crime was classified by the LAPD as a hate crime with an ""Anti-Hispanic or Latino"" bias. 
","2600 block of N. Broadway, Los Angeles",Lincoln Heights ,,Unknown weapon,125.0,HC-125.png,2019-06-14,190411044.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319 1258,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,6.0,H,M,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the 38-year-old Hispanic female victim, who was attacked because of her gender. The crime was classified by the LAPD as a hate crime with an ""Anti-Hispanic or Latino"" bias. 
","2600 block of N. Broadway, Los Angeles",Lincoln Heights ,,Unknown weapon,125.0,HC-125.png,2019-06-14,190411041.0,,Hollenbeck,230.0,230.0,998.0,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0903 0445 2056 1516 0319 2004 1402 1202,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,62.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the 38-year-old Hispanic female victim, who was attacked because of her gender. The crime was classified by the LAPD as a hate crime with an ""Anti-Hispanic or Latino"" bias. 
","2600 block of N. Broadway, Los Angeles",Lincoln Heights ,,Unknown weapon,125.0,HC-125.png,2019-06-14,190411045.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319 1257,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,4.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the 38-year-old Hispanic female victim, who was attacked because of her gender. The crime was classified by the LAPD as a hate crime with an ""Anti-Hispanic or Latino"" bias. 
","2600 block of N. Broadway, Los Angeles",Lincoln Heights ,,Unknown weapon,125.0,HC-125.png,2019-06-14,190411042.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,38.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the six-year-old Hispanic male victim, who was attacked because of his gender. The crime was reported as a hate crime with an ""Anti-Hispanic or Latino"" bias.","2600 block of N. Broadway, Los Angeles",Lincoln Heights ,,Unknown weapon,126.0,HC-126.png,2019-06-14,190411046.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319 1257,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,4.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the six-year-old Hispanic male victim, who was attacked because of his gender. The crime was reported as a hate crime with an ""Anti-Hispanic or Latino"" bias.","2600 block of N. Broadway, Los Angeles",Lincoln Heights ,,Unknown weapon,126.0,HC-126.png,2019-06-14,190411043.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,7.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the six-year-old Hispanic male victim, who was attacked because of his gender. The crime was reported as a hate crime with an ""Anti-Hispanic or Latino"" bias.","2600 block of N. Broadway, Los Angeles",Lincoln Heights ,,Unknown weapon,126.0,HC-126.png,2019-06-14,190411044.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319 1258,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,6.0,H,M,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the six-year-old Hispanic male victim, who was attacked because of his gender. The crime was reported as a hate crime with an ""Anti-Hispanic or Latino"" bias.","2600 block of N. Broadway, Los Angeles",Lincoln Heights ,,Unknown weapon,126.0,HC-126.png,2019-06-14,190411041.0,,Hollenbeck,230.0,230.0,998.0,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0903 0445 2056 1516 0319 2004 1402 1202,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,62.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the six-year-old Hispanic male victim, who was attacked because of his gender. The crime was reported as a hate crime with an ""Anti-Hispanic or Latino"" bias.","2600 block of N. Broadway, Los Angeles",Lincoln Heights ,,Unknown weapon,126.0,HC-126.png,2019-06-14,190411045.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319 1257,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,4.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the six-year-old Hispanic male victim, who was attacked because of his gender. The crime was reported as a hate crime with an ""Anti-Hispanic or Latino"" bias.","2600 block of N. Broadway, Los Angeles",Lincoln Heights ,,Unknown weapon,126.0,HC-126.png,2019-06-14,190411042.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,38.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the four-year-old Hispanic female victim, who was attacked because of her gender. The crime was reported as a hate crime with an ""Anti-Hispanic or Latino"" bias. ","2600 block of N. Broadway, Los Angeles",Lincoln Heights ,,Unknown weapon,127.0,HC-127.png,2019-06-14,190411046.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319 1257,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,4.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the four-year-old Hispanic female victim, who was attacked because of her gender. The crime was reported as a hate crime with an ""Anti-Hispanic or Latino"" bias. ","2600 block of N. Broadway, Los Angeles",Lincoln Heights ,,Unknown weapon,127.0,HC-127.png,2019-06-14,190411043.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,7.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the four-year-old Hispanic female victim, who was attacked because of her gender. The crime was reported as a hate crime with an ""Anti-Hispanic or Latino"" bias. ","2600 block of N. Broadway, Los Angeles",Lincoln Heights ,,Unknown weapon,127.0,HC-127.png,2019-06-14,190411044.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319 1258,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,6.0,H,M,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the four-year-old Hispanic female victim, who was attacked because of her gender. The crime was reported as a hate crime with an ""Anti-Hispanic or Latino"" bias. ","2600 block of N. Broadway, Los Angeles",Lincoln Heights ,,Unknown weapon,127.0,HC-127.png,2019-06-14,190411041.0,,Hollenbeck,230.0,230.0,998.0,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0903 0445 2056 1516 0319 2004 1402 1202,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,62.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the four-year-old Hispanic female victim, who was attacked because of her gender. The crime was reported as a hate crime with an ""Anti-Hispanic or Latino"" bias. ","2600 block of N. Broadway, Los Angeles",Lincoln Heights ,,Unknown weapon,127.0,HC-127.png,2019-06-14,190411045.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319 1257,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,4.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the four-year-old Hispanic female victim, who was attacked because of her gender. The crime was reported as a hate crime with an ""Anti-Hispanic or Latino"" bias. ","2600 block of N. Broadway, Los Angeles",Lincoln Heights ,,Unknown weapon,127.0,HC-127.png,2019-06-14,190411042.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,38.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the 62-year-old homeless Hispanic female victim, who was attacked because of her gender. The crime was reported as a hate crime with an ""Anti-Hispanic or Latino"" bias.","2600 block of N. Broadway, Los Angeles",Lincoln Heights ,,Unknown weapon,128.0,HC-128.png,2019-06-14,190411046.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319 1257,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,4.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the 62-year-old homeless Hispanic female victim, who was attacked because of her gender. The crime was reported as a hate crime with an ""Anti-Hispanic or Latino"" bias.","2600 block of N. Broadway, Los Angeles",Lincoln Heights ,,Unknown weapon,128.0,HC-128.png,2019-06-14,190411043.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,7.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the 62-year-old homeless Hispanic female victim, who was attacked because of her gender. The crime was reported as a hate crime with an ""Anti-Hispanic or Latino"" bias.","2600 block of N. Broadway, Los Angeles",Lincoln Heights ,,Unknown weapon,128.0,HC-128.png,2019-06-14,190411044.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319 1258,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,6.0,H,M,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the 62-year-old homeless Hispanic female victim, who was attacked because of her gender. The crime was reported as a hate crime with an ""Anti-Hispanic or Latino"" bias.","2600 block of N. Broadway, Los Angeles",Lincoln Heights ,,Unknown weapon,128.0,HC-128.png,2019-06-14,190411041.0,,Hollenbeck,230.0,230.0,998.0,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0903 0445 2056 1516 0319 2004 1402 1202,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,62.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the 62-year-old homeless Hispanic female victim, who was attacked because of her gender. The crime was reported as a hate crime with an ""Anti-Hispanic or Latino"" bias.","2600 block of N. Broadway, Los Angeles",Lincoln Heights ,,Unknown weapon,128.0,HC-128.png,2019-06-14,190411045.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319 1257,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,4.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the 62-year-old homeless Hispanic female victim, who was attacked because of her gender. The crime was reported as a hate crime with an ""Anti-Hispanic or Latino"" bias.","2600 block of N. Broadway, Los Angeles",Lincoln Heights ,,Unknown weapon,128.0,HC-128.png,2019-06-14,190411042.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,38.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Vandalism,9 p.m. June 14,"The suspect vandalized the house of a 54-year-old white male victim, causing $400 worth of damage or more. There was another victim, who is described below.","2700 block of Nichols Canyon Rd., Los Angeles",Hollywood Hills,,No weapon used,131.0,HC-131.png,2019-06-14,190613689.0,,Hollywood,740.0,740.0,946.0,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-06-14T00:00:00.000-07:00,2019-06-16T00:00:00.000-07:00,34.1198,2700 NICHOLS CANYON RD,0101000020E610000026E4839ECD965DC0C8073D9B550F4140,-118.3563,0329 0903,hollywood-hills-west,29.0,501.0,SINGLE FAMILY DWELLING,622.0,IC ,Invest Cont,2100.0,194102.0,54.0,W,M,,,90046.0
